"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"6472","保瑞","115/03/12","21:30","網路直播","保瑞藥業受美國OTC邀請參加OTC Market Group Life Science Virtual Conference，將於3月12日(四)晚上9點30分舉行114年第4季線上英文法人說明會，請連結至以下直播網址：https://www.virtualinvestorconferences.com/wcc/eh/4814904/lp/5255333/bora-pharmaceuticals-otcqx-boray-twse-6472","647220260311M004.pdf","647220260311E004.pdf","https://reurl.cc/eGRZbx",英文影音檔網址:6472_57_20260312_en.mp4 ,"無","查詢"
"6472","保瑞","115/03/17 至 115/03/18","08:30","香港君悅酒店","本公司受邀參加Jefferies舉辦之2026 Jefferies Asia Forum，說明本公司營運概況","647220260311M003.pdf","647220260311E003.pdf","https://reurl.cc/0W64Gk","","無","查詢"
"6472","保瑞","115/03/19","15:00","台北晶華酒店(地址:台北市中山區中山北路二段39巷3號)","本公司受邀參加台新證券舉辦之法人說明會，說明本公司營運概況","647220260311M002.pdf","647220260311E002.pdf","https://reurl.cc/0W64Gk",法說會影音連結資訊:未輸 ,"無","查詢"
"6472","保瑞","115/03/24 至 115/03/27","08:30","美國紐約及波士頓","本公司受邀參加永豐證券及Auerbach Grayson舉辦之海外路演(NDR)，會中將就本公司財務及營運狀況向投資法人說明。公司簡報時間為美東時間3月24日上午8:30(台灣時間3月24日下午9:30)。","647220260311M001.pdf","647220260311E001.pdf","https://reurl.cc/0W64Gk","","無","查詢"
"6491","晶碩","115/03/04","15:15","台北市 君悅飯店(台北市信義區松壽路2號)","本公司受邀參加統一證券所舉辦之投資論壇，會中就本公司之財務數字、經營績效等相關資訊做說明。","649120260302M002.pdf","649120260302E002.pdf","https://www.pegavision.com/tw/investor3_page03.php","","無","查詢"
"6491","晶碩","115/03/05","15:15","台北市 集思北科大會議中心(台北市大安區忠孝東路三段1號)","本公司受邀參加凱基證券所舉辦之投資論壇，會中就本公司之財務數字、經營績效等相關資訊做說明。","649120260302M002.pdf","649120260302E002.pdf","https://www.pegavision.com/tw/investor3_page03.php","","無","查詢"
"6491","晶碩","115/03/10","15:30","宏遠證券(台北市大安區信義路四段236號4樓)","本公司受邀參加宏遠證券所舉辦之投資論壇，會中就本公司之財務數字、經營績效等相關資訊做說明。","649120260302M002.pdf","649120260302E002.pdf","https://www.pegavision.com/tw/investor3_page03.php",中文影音檔網址:6491_52_20260310_ch.mp4 ,"無","查詢"
"6491","晶碩","115/03/12","14:00","台北市晶華酒店(台北市中山區中山北路二段39巷3號)","本公司受邀參加台新證券所舉辦之投資論壇，會中就本公司之財務數字、經營績效等相關資訊做說明。","649120260302M002.pdf","649120260302E002.pdf","https://www.pegavision.com/tw/investor3_page03.php","","無","查詢"
"6491","晶碩","115/03/13","14:00","台北市晶華酒店(台北市中山區中山北路二段39巷3號)","本公司受邀參加華南永昌證券所舉辦之投資論壇，會中就本公司之財務數字、經營績效等相關資訊做說明。","649120260302M002.pdf","649120260302E002.pdf","https://www.pegavision.com/tw/investor3_page03.php","","無","查詢"
"6491","晶碩","115/03/17","13:00","台北市 君悅飯店(台北市信義區松壽路2號)","本公司受邀參加美國銀行證券所舉辦之投資論壇，會中就本公司之財務數字、經營績效等相關資訊做說明。","649120260302M002.pdf","649120260302E002.pdf","https://www.pegavision.com/tw/investor3_page03.php","","無","查詢"
"6505","台塑化","115/03/13","13:00","台北君悅飯店","本公司受邀參加「Taiwan CEO-CFO Conference」，說明近期營運概況。","650520260311M002.pdf","650520260311E002.pdf","http://www.fpcc.com.tw/tw/ir/material-information","","無","查詢"
"6515","穎崴","115/03/09","11:00","台北遠東香格里拉飯店","本公司受邀參加花旗證券Citi 2026 Taiwan Corporate Day,說明本公司營運概況","651520260306M001.pdf","651520260306E001.pdf","https://www.winwayglobal.com/earingCall","","無","查詢"
"6515","穎崴","115/03/11","11:00","台北君悅酒店","本公司受邀參加摩根大通證券J.P. Morgan Taiwan CEO-CFO Conference,說明本公司營運概況","651520260306M001.pdf","651520260306E001.pdf","https://www.winwayglobal.com/earingCall","","無","查詢"
"6515","穎崴","115/03/16 至 115/03/19","11:00","台北君悅酒店","本公司受邀參加美林證券BofA 2026 Asia Tech Conference,說明本公司營運概況","651520260306M001.pdf","651520260306E001.pdf","https://www.winwayglobal.com/earingCall","","無","查詢"
"6525","捷敏-KY","115/03/10","14:30","臺灣證券交易所1樓資訊展示中心（台北市信義路五段7號)","所屬產業概況及營運成果說明","652520260309M001.pdf","652520260309E001.pdf","http://www.gemservices.com/",同步收看網址：:https://webpro.twse.com.tw/WebPortal/vod/101/?categoryId=101 法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/FFC207F1663B-CF4F1840-1C4E-11F1-8390/?categoryId=101 ,"無","查詢"
"6526","達發","115/03/03","10:50","台北","公告本公司115年3月3日受邀參加元大證券於台北舉辦之2026年第一季投資論壇，
簡報資料請參閱公開資訊觀測站。","652620260224M001.pdf","652620260224E001.pdf","","","無","查詢"
"6526","達發","115/03/06","13:30","台北","公告本公司115年3月6日受邀參加富邦證券於台北舉辦之2026年第一季富邦企業日，
簡報資料請參閱公開資訊觀測站。","652620260224M001.pdf","652620260224E001.pdf","","","無","查詢"
"6526","達發","115/03/09","11:00","台北","公告本公司115年03月09日受邀參加花旗證券於台北舉辦之Citi 2026 March Corporate Day，
簡報資料請參閱公開資訊觀測站。","652620260224M001.pdf","652620260224E001.pdf","","","無","查詢"
"6526","達發","115/03/18","10:00","台北","公告本公司115年03月18日受邀參加美林證券於台北舉辦之2026 Asia Tech Conference，
簡報資料請參閱公開資訊觀測站。","652620260224M001.pdf","652620260224E001.pdf","","","無","查詢"
"6531","愛普*","115/03/03","14:30","線上法說會","本公司將舉&#12175;線上法&#12040;說明會，說明114年第4季暨全年度營運與財務概況，並回答投資&#12040;提問。有意參加者可透過網路連結以下網址參加線上法&#12040;說明會，網址:https://www.zucast.com/webcast/DoRTgIaR","653120260303M001.pdf","653120260303E001.pdf","https://www.apmemory.com/tw/investor",中文影音檔網址:6531_47_20260303_ch.mp4 ,"無。","查詢"
"6533","晶心科","115/03/11","14:00","台北晶華酒店","本公司受邀參加台新證券舉辦之2026年第一季全球投資論壇，會中就本公司已公開發布之財務數字、經營績效等相關資訊作說明。","653320260311M001.pdf","653320260311E001.pdf","http://www.andestech.com/tw/法人說明會召開資訊/","","無","查詢"
"6533","晶心科","115/03/18","16:00","臺灣證券交易所1F資訊展示中心(台北市信義路五段7號1樓)","本公司於115/03/18召開第四季法人說明會，說明本公司營運概況及成果說明。","653320260318M002.pdf","653320260318E002.pdf","http://www.andestech.com/tw/法人說明會召開資訊/",同步收看網址：:https://webpro.twse.com.tw/WebPortal/ 法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/75924E30CA06-0F709E4F-88A7-11F0-8CFF/?categoryId=101 ,"無","查詢"
"6541","泰福-KY","115/03/19","14:00","台北晶華酒店","本公司受邀參加台新綜合證券舉辦之法人說明會，將就本公司財務及營運狀況向投資法人說明。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","","","無。","查詢"
"6614","資拓宏宇","115/03/19","14:30","台証金融大樓B1福爾摩沙廳(臺北市中山區建國北路一段96號B1)","本公司受邀參加台新綜合證券舉辦之法人說明會，說明本公司營運成果以及未來展望。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.iisigroup.com/investors/investor-conference/",法說會影音連結資訊:未輸 ,"無","查詢"
"6658","聯策","115/03/13","14:00","晶華國際酒店(台北市中山北路二段39巷3號4樓)","受邀參加華南永昌證券2026年春季產業趨勢暨企業論壇，說明本公司營運及業務狀況。","665820260313M001.pdf","665820260313E001.pdf","https://www.synpower.com.tw/tw/Investors/7/investor-conferences",法說會影音連結資訊:https://www.youtube.com/watch?v=YsLk0trzElk ,"無","查詢"
"6670","復盛應用","115/03/12","14:00","台北市中山北路二段39巷3號4樓(晶華酒店4F)","受邀參加台新證券舉辦之第一季投資論壇，說明本公司營運狀況。","667020260312M001.pdf","667020260312E001.pdf","https://www.fusheng-precision.com/major-shareholders/",中文影音檔網址:6670_36_20260312_ch.MP4 ,"無","查詢"
"6672","騰輝電子-KY","115/03/17","14:30","台開大樓19樓(台北市重慶南路一段2號19樓)","本公司受邀參加永豐金證券舉辦之法人說明會，說明本公司營運狀況","667220260316M001.pdf","667220260316E001.pdf","",中文影音檔網址:6672_21_20260317_ch.mp4 ,"無","查詢"
"6691","洋基工程","115/03/10","15:40","台北晶華酒店(台北市中山北路二段39巷3號) 4F會議廳","本公司受邀參加永豐金證券舉辦之「2026 Q1產業投資論壇」法人說明會","669120260310M001.pdf","669120260310E001.pdf","https://www.yankey.com/chinese/investment/",法說會影音連結資訊:https://www.yankey.com/chinese/investment/43/4-1/209/ ,"無","查詢"
"6719","力智","115/03/02","14:30","線上","本公司受邀參加福邦證券舉辦之線上法人說明會","671920260302M001.pdf","671920260302E001.pdf","www.upi-semi.com/投資人關係/法人說明會/?lang=zh-hant",法說會影音連結資訊:https://youtu.be/69dGk1cu9Zc ,"無","查詢"
"6757","台灣虎航","115/03/17","15:00","台北茹曦酒店2F貴賓軒5（台北市松山區敦化北路100號）","本公司受邀參加群益金鼎證券舉辦之法人說明會，說明本公司營運概況。","675720260317M001.pdf","675720260317E001.pdf","https://www.tigerairtw.com/zh-TW/about-tigerair/investors",中文影音檔網址:6757_11_20260317_ch.MP4 ,"無","查詢"
"6768","志強-KY","115/03/19","09:00","台北君悅酒店","本公司受邀參加BofA Securities舉辦之「2026 Asia Tech Conference」","676820260317M002.pdf","676820260317E002.pdf","","","無","查詢"
"6768","志強-KY","115/03/18","14:00","康和綜合證券總公司B2樓會議室
台北市信義區基隆路一段176號B2","受邀參加法人說明會","676820260317M001.pdf","676820260317E001.pdf","",法說會影音連結資訊:https://www.youtube.com/watch?v=1uTlb8D4SHc ,"無","查詢"
"6770","力積電","115/03/17 至 115/03/19","11:00","台北君悅酒店","本公司受邀參加BofA Securities舉辦之「2026 Asia Tech Conference」，就公司營運概況向投資機構做說明。","677020260306M001.pdf","677020260306E001.pdf","https://www.powerchip.com/","","無。","查詢"
"6770","力積電","115/03/09 至 115/03/10","15:00","台北遠東香格里拉","本公司受邀參加花旗證券舉辦之「Citi’s 2026 Taiwan Corporate Day」，就公司營運概況向投資機構做說明。","677020260306M001.pdf","677020260306E001.pdf","https://www.powerchip.com/","","無。","查詢"
"6770","力積電","115/03/12 至 115/03/13","14:00","台北君悅酒店","本公司受邀參加J.P. Morgan舉辦之「Taiwan CEO-CFO Conference」，就公司營運概況向投資機構做說明。","677020260306M001.pdf","677020260306E001.pdf","https://www.powerchip.com/","","無。","查詢"
"6782","視陽","115/03/13","13:30","台北艾麗酒店(台北市信義區松高路18號5樓)","本公司受邀參加中信證券所舉辦之論壇，會中就本公司之財務數字、經營績效等相關資訊說明。","678220260313M001.pdf","678220260313E001.pdf","https://www.viscovision.com.tw/tw/investors_corporate.html",中文影音檔網址:6782_15_20260313_ch.MP4 ,"相關資訊請洽中信證券 王小姐 (02)6639-2799","查詢"
"6789","采鈺","115/03/18","13:00","台北君悅酒店","本公司受邀115年3月18日參加美銀證券所舉辦之「2026 Asia Tech Conference」。","678920260212M001.pdf","678920260212E001.pdf","https://www.viseratech.com/tw/investor/operation-report/","","無","查詢"
"6805","富世達","115/03/05","14:00","台北市信義區菸廠路88號6樓(台北文創大樓)","本公司受邀參加富邦證券舉辦之法人說明會,說明本公司之營運概況","680520260305M001.pdf","680520260305E001.pdf","有,網址:https://www.fositek.com/",法說會影音連結資訊:https://youtu.be/MbdwNSUVkuo ,"無","查詢"
"6805","富世達","115/03/12 至 115/03/18","10:00","台北君悅酒店","本公司受邀參加J.P.Morgan於3/12舉辦之J.P. Morgan Taiwan CEO-CFO Conference，及Bank of America於3/18舉辦之2026 BofA Asia Tech Conference,說明本公司之營運概況","680520260305M001.pdf","680520260305E001.pdf","","","無","查詢"
"6830","汎銓","115/03/05","14:00","集思北科大會議中心(臺北市大安區忠孝東路三段1號2樓)","本公司受凱基證券邀請參加「凱基證券2026年第一季投資論壇」，簡介本公司營運績效及策略","683020260303M002.pdf","683020260303E002.pdf","https://www.msscorps.com/ec99/rwd1520/category.asp?category_id=70",中文影音檔網址:6830_15_20260305_ch.MP4 ,"無","查詢"
"6861","睿生光電","115/03/12","14:30","實體及線上法說會，實體法說會地點：寒舍艾美酒店3F 翡翠廳 (台北市信義區松仁路38號)","(1).報告114年第四季公司營運成果及未來營運展望。
(2) 參加方式：請參見https://www.innocare-x.com/investor-relations/investor-conference_list/","686120260312M002.pdf","686120260312E002.pdf","https://www.innocare-x.com/investor-relations/investor-conference_list/",同步收看網址：:https://wms.gridow.com/ir/innolux/innolux_1H26_en.html 法說會影音連結資訊:https://wms.gridow.com/ir/innolux/innolux_1H26_en.html ,"無","查詢"
"6862","三集瑞-KY","115/03/13","11:10","晶華國際酒店 (台北市中山北路二段39巷3號4)","本公司受邀參加華南永昌證券舉辦之春季企業論壇，說明公司營運成果以及未來展望相關資訊","686220260312M003.pdf","686220260312E003.pdf","https://zh-tw.trio.com.tw/cate-375636.htm",法說會影音連結資訊:未輸 ,"無","查詢"
"6863","永道-KY","115/03/19","09:00","台北君悅酒店(台北市松壽路2號)","本公司受邀參加Bank of America 舉辦之 2026 Asia Tech Conference，並就本公司營運狀況做一說明。","686320260318M001.pdf","686320260318E001.pdf","https://www.arizonrfid.com/zh_TW/shareholder","","無","查詢"
"6887","寶綠特-KY","115/03/09","14:30","臺北市中山區明水路700號(凱基證券)","說明本公司之營運概況、財務及業務相關資訊。","688720260306M001.pdf","688720260306E001.pdf","https://bo-re-tech.group/",中文影音檔網址:6887_4_20260309_ch.mp4 ,"相關資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"6890","來億-KY","115/03/18","09:30","香港君悅酒店(香港灣仔港灣道1號)","本公司受邀參加Jefferies Asia Forum香港論壇，會中說明本公司營運概況","689020260306M001.pdf","689020260306E001.pdf","https://www.laiyih.com/investor-conference","","無","查詢"
"6890","來億-KY","115/03/10","14:30","富邦金融大樓二樓會議室(台北市仁愛路四段169號二樓)","本公司受邀參加富邦證券舉辦之法人說明會，會中說明本公司營運概況。","689020260306M001.pdf","689020260306E001.pdf","https://www.laiyih.com/investor-conference",法說會影音連結資訊:https://www.youtube.com/watch?v=dA1ILBj_s6s ,"無","查詢"
"6902","GOGOLOOK","115/03/04","14:30","台証金融大樓B1 福爾摩沙廳(台北市中山區建國北路一段96號B1)","本公司受邀參加台新綜合證券舉辦之法人說明會，說明本公司營運成果以及未來展望。","690220260304M001.pdf","690220260304E001.pdf","https://www.gogolook.com/zh-tw/investors/financial/conference",中文影音檔網址:6902_16_20260304_ch.MP4 ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"6919","康霈*","115/03/03","13:30","台北晶華酒店4F","本公司受邀參加元大證券辦理之第一季投資論壇，並將於會中說明本公司營運進展。","691920260206M001.pdf","691920260206E001.pdf","",中文影音檔網址:6919_23_20260303_ch.mp4 ,"無。","查詢"
"6937","天虹","115/03/17","15:00","茹曦酒店(台北市松山區敦化北路100號)","本公司受邀參加群益金鼎證券舉辦之「2026年第一季投資論壇」，說明本公司營運概況。","693720260316M005.pdf","693720260316E005.pdf","https://www.skytech.com.tw",法說會影音連結資訊:https://www.skytech.com.tw/shareholder_tw.php?id=5319 ,"無","查詢"
"6937","天虹","115/03/17","09:00","台北君悅酒店","本公司受邀參加美林證券所舉辦之“2026 Asia Tech Conference”投資論壇,說明本公司之營運概況","693720260316M004.pdf","693720260316E004.pdf","https://www.skytech.com.tw","","無","查詢"
"6944","兆聯實業","115/03/18","14:30","富邦國際會議中心 (台北市敦化南路一段108號B2)","本公司受邀參加富邦證券主辦之法說會，說明公司營運概況等相關資訊。","694420260318M001.pdf","694420260318E001.pdf","https://www.megaunion-tw.com/tw/investor/announcement?meeting",法說會影音連結資訊:https://www.youtube.com/watch?v=dAj5xfyWCVk&t=1s ,"無","查詢"
"6957","裕慶-KY","115/03/19","14:30","台北市中山區明水路700號12樓會議廳(凱基證券大樓)","本公司受邀參加凱基證券舉辦之法人說明會，公司團隊將與您分享裕慶-KY的最新營運成果。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.hzfixtures.com/investor-conference-materials2",法說會影音連結資訊:未輸 ,"無","查詢"
"6962","奕力-KY","115/03/05","14:30","線上法說會","本公司受邀參加永豐金證券舉辦之線上法人說明會，
說明本公司之營運概況。","696220260305M002.pdf","696220260305E002.pdf","https://www.ilitekholding.com/investors/shareholders/conference",法說會影音連結資訊:https://youtu.be/1QqK6Fz9A5Q ,"報名請洽永豐金證券鄒小姐(02)23828166或e-mail : ECM@sinopac.com","查詢"
"6965","中傑-KY","115/03/13","14:00","線上法說會","本公司受邀參加由台新證券舉辦之線上座談會，說明本公司之營運概況、財務及業務相關資訊。","696520260313M001.pdf","696520260313E001.pdf","http://www.chungjye.com.tw/?page_id=4427",中文影音檔網址:6965_8_20260313_ch.mp4 ,"無","查詢"
"7711","永擎","115/03/09","14:30","富邦國際會議中心(台北市敦化南路一段108號B2)","本公司受富邦證券股份有限公司邀請召開法人說明會，說明公司營運概況與未來展望。","771120260309M001.pdf","771120260309E001.pdf","https://www.asrockrack.com/general/Investor.tw.asp?cat=Finance",法說會影音連結資訊:https://drive.google.com/file/d/1-9tgzVbHFfF7FVqrqmZAd0Ks9CzS2BrK/view?usp=drivesdk ,"無","查詢"
"7722","LINEPAY","115/03/19","14:30","連加網路商業股份有限公司 18F Arena
(台北市南港區經貿二路121號18樓)","本公司召開法人說明會，說明公司營運及未來展望。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://pay.line.me/portal/tw/main",法說會影音連結資訊:未輸 ,"報名連結：https://reurl.cc/R26jen","查詢"
"7749","意騰-KY","115/03/17","14:30","線上法說會","本公司受邀參加由元大證券舉辦之線上法說會，說明本公司之營運概況及財務相關資訊。","774920260316M001.pdf","774920260316E001.pdf","https://www.intelli-go.com/zh-tw/investor-area/investor-59",中文影音檔網址:7749_7_20260317_ch.mp4 ,"無。","查詢"
"7750","新代","115/03/05","11:00","集思北科大會議中心(台北市大安區忠孝東路三段1號)","本公司受邀參加凱基證券2026年第一季投資論壇，說明本公司營運概況。","775020260304M001.pdf","775020260304E001.pdf","https://www.syntecclub.com/EarningsCall.aspx","","無","查詢"
"7750","新代","115/03/19","14:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加BofA Securities 2026 Asia Tech conference，說明本公司營運概況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.syntecclub.com/EarningsCall.aspx","","無","查詢"
"7765","中華資安","115/03/05","15:00","Webex線上法人說明會","本公司受邀參加元大證券舉辦之線上法人說明會。 報名網址：https://www.yuanta.com.tw/prod/icevent/icevent?id=237b946f-0f96-4c19-adbb-8bf6cbefcfa5","776520260305M001.pdf","776520260305E001.pdf","https://www.chtsecurity.com/investor/earnings",中文影音檔網址:7765_10_20260305_ch.mp4 ,"無","查詢"
"7769","鴻勁","115/03/18 至 115/03/19","14:00","台北君悅酒店","本公司受邀參加美林證券(BofA)舉辦之2026 Asia Tech Conference，說明本公司營運概況。","776920260312M001.pdf","776920260312E001.pdf","https://www.honprec.com/stock/#conference","","無。","查詢"
"7769","鴻勁","115/03/12","14:30","張榮發基金會國際會議中心 1001會議廳（臺北市中正區中山南路11號10樓）","本公司受元大證券股份有限公司邀請參加法人說明會，說明本公司營運及業務狀況。","776920260312M001.pdf","776920260312E001.pdf","https://www.honprec.com/stock/#conference",中文影音檔網址:7769_7_20260312_ch.mp3 ,"無。","查詢"
"7769","鴻勁","115/03/13","08:45","台北君悅酒店","本公司受邀參加JP Morgan舉辦之Taiwan CEO-CFO Conference，說明本公司營運概況。","776920260312M001.pdf","776920260312E001.pdf","https://www.honprec.com/stock/#conference","","無。","查詢"
"7788","松川精密","115/03/04","10:00","台北君悅酒店(台北市信義區松壽路2號3樓)","本公司受邀參加統一證券舉辦之2026Q1全球展望春季投資論壇，報告最新產業概況及未來展望。","778820260303M001.pdf","778820260303E001.pdf","https://www.songchuan.com/sc/?page_id=5594",中文影音檔網址:7788_4_20260304_ch.mp4 英文影音檔網址:7788_4_20260304_en.mp4 ,"無","查詢"
"7799","禾榮科","115/03/19","11:30","香港","本公司受邀參加Jefferies舉辦之Jefferies Asia Forum","779920260226M001.pdf","779920260226E001.pdf","https://www.heron-neutron.com/investors/conference","","無","查詢"
"7799","禾榮科","115/03/03","09:30","台北市中山北路二段39巷3號4樓(台北晶華酒店)","本公司受邀參加元大證券舉辦之2026年第一季投資論壇，會中就公司業務狀況等說明。","779920260226M001.pdf","779920260226E001.pdf","https://www.heron-neutron.com/investors/conference",中文影音檔網址:7799_8_20260303_ch.mp4 ,"無","查詢"
"8021","尖點","115/03/06","14:30","採視訊會議方式進行","114年第四季業績線上法人說明會","802120260306M001.pdf","802120260306E001.pdf","https://www.topoint.tw/tw/conference/",中文影音檔網址:8021_62_20260306_ch.mp4 ,"法說會報名連結：https://forms.gle/ZcBajwaurQ19ijX47","查詢"
"8028","昇陽半導體","115/03/18 至 115/03/19","11:00","台北市信義區松壽路2號","本公司受邀參加BoFA舉辦之Asia Tech Conference，會中就本公司114年第4季營運實績進行說明。","802820260317M001.pdf","802820260317E001.pdf","https://www.psi.com.tw/share_news2.asp","","無","查詢"
"8046","南電","115/03/17","13:30","台北茹曦酒店2樓（台北市松山區敦化北路100號）","本公司受邀參加群益證券2026年第一季投資論壇，說明本公司之營運概況。","804620260316M003.pdf","804620260316E003.pdf","https://www.nanyapcb.com.tw/nypcb/chinese/InvestorRelations/FinancialReports",法說會影音連結資訊:https://youtu.be/kaxvrmlz-e0 ,"無","查詢"
"8081","致新","115/03/17 至 115/03/18","09:00","台北君悅酒店","本公司受邀參加美林證券所舉辦之“2026 Asia Tech Conference”投資論壇,說明本公司之營運概況","808120260210M001.pdf","808120260210E001.pdf","","","無","查詢"
"8131","福懋科","115/03/19","14:00","線上法說會","本公司受邀參加國票綜合證券辦理之法人說明會，說明本公司之財務業務概況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.fatc.com.tw/",法說會影音連結資訊:未輸 ,"報名請洽國票綜合證券陳小姐02-25288272 Email:cherry18@ibfs.com.tw","查詢"
"8150","南茂","115/03/18 至 115/03/19","10:00","台北 君悅酒店","本公司應美林證券之邀請，參加BofA Securities 2026 Asia Tech Conference，就已公開發布之財務數字及經營績效等相關資訊進行說明。","815020260224M001.pdf","815020260224E001.pdf","https://www.chipmos.com/chinese/ir/calendar.aspx","","無","查詢"
"8162","微矽電子-創","115/03/20","14:30","台北市南京東路5段188號15樓(國票法人部)","本公司受邀參加國票證券舉辦之法人說明會，說明公司經營實績及未來展望。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://investor.msec.com.tw/InvestorsConference_tc.html","","完整財務業務資訊請至公開資訊觀測站之法說會項目下查閱。","查詢"
"8163","達方","115/03/04","15:00","線上法說會","本公司受邀參加兆豐證券於115年3月4日舉辦之線上法人說明會，向投資人說明114年第四季營業成果及未來展望。","816320260304M001.pdf","816320260304E001.pdf","http://www.darfon.com.tw",中文影音檔網址:8163_44_20260304_ch.mp4 ,"本次採Cisco Webex視訊會議，報名請至https://forms.gle/hWnjQiVBoFVBNER77報名","查詢"
"8210","勤誠","115/03/11","14:00","線上法說會","1)本公司受邀參加元大證券主辦之2025年第四季線上法人說明會 2)本會議全程以中文進行 3)會議網址：https://www.zucast.com/webcast/Qb2gg21h","821020260311M004.pdf","821020260311E004.pdf","https://www.chenbro.com/",同步收看網址：:https://www.zucast.com/webcast/Qb2gg21h ,"無","查詢"
"8454","富邦媒","115/03/12","10:00","台北","本公司受邀參加J.P. Morgan舉辦之Taiwan CEO-CFO Conference，說明本公司未來營運發展計劃及114年第四季法說會簡報與其他已公開發佈之財務數字、經營績效等相關資訊。","845420260311M001.pdf","845420260311E001.pdf","https://corp.momo.com.tw/","","無","查詢"
"8454","富邦媒","115/03/19","10:00","台北","本公司受邀參加BofA Securities舉辦之2026 Asia Tech Conference，說明本公司未來營運發展計劃及114年第四季法說會簡報與其他已公開發佈之財務數字、經營績效等相關資訊。","845420260311M001.pdf","845420260311E001.pdf","https://corp.momo.com.tw/","","無","查詢"
"8454","富邦媒","115/03/05","14:30","線上會議","本公司受邀參加富邦證券舉辦之法人說明會，說明本公司未來營運發展計劃及114年第四季法說會簡報與其他已公開發佈之財務數字、經營績效等相關資訊。","845420260305M001.pdf","845420260305E001.pdf","https://corp.momo.com.tw/",英文影音檔網址:8454_225_20260305_en.mp4 ,"無","查詢"
"8462","柏文","115/03/20","14:00","台北市松山區民生東路三段156號14樓1401會議室","本公司受邀參加群益證券舉辦之2025年第四季法人說明會","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.powerwindhealth.com.tw/tw/investor/stock?unit-tab=briefing",法說會影音連結資訊:未輸 ,"無","查詢"
"8464","億豐","115/03/12","10:00","台北君悅酒店","本公司受邀參加摩根大通證券舉辦的論壇。","846420260310M001.pdf","846420260310E001.pdf","http://www.nienmade.com.tw/ShareholderArea.aspx","","無","查詢"
"8464","億豐","115/03/19","10:00","台北君悅酒店","本公司受邀參加美林證券舉辦的論壇。","846420260310M001.pdf","846420260310E001.pdf","http://www.nienmade.com.tw/ShareholderArea.aspx","","無","查詢"
"8478","東哥遊艇","115/03/12","14:00","線上+實體法說會(國泰證券 台北市大安區敦化南路二段218號5樓)","國泰證券舉辦之法人說明會，說明公司營運與財務狀況及未來展望","847820260312M001.pdf","847820260312E001.pdf","https://oceanalexandertw.com/投資人關係/法說會/",法說會影音連結資訊:https://oceanalexander.com.tw/投資人關係/法說會/ ,"無","查詢"
"8926","台汽電","115/03/24","14:30","線上法人說明會","本公司受邀參加玉山證券舉辦之線上法人說明會，說明114年度財務業務相關資訊。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.cogen.com.tw/tw/Investor-Conference",法說會影音連結資訊:未輸 ,"無","查詢"
"8996","高力","115/03/10","15:40","台北晶華酒店(台北市中山北路二段39巷3號) 4F會議廳","本公司受邀參加永豐金證券舉辦之「2026 Q1產業投資論壇」法人說明會，說明本公司之營運狀況。","899620260302M002.pptx","899620260302E002.pptx","https://www.kaori.com.tw/tw/modules/investors/meeting",中文影音檔網址:8996_32_20260310_ch.mp4 ,"無","查詢"
"8996","高力","115/03/02 至 115/03/05","09:00","香港及新加坡","本公司受邀參加凱基證券舉辦之法人說明會，說明本公司之營運狀況。","899620260302M001.pptx","899620260302E001.pptx","https://www.kaori.com.tw/tw/modules/investors/meeting","","無","查詢"
"8996","高力","115/03/18","13:00","台北君悅酒店 台北市信義區松壽路2號","本公司受邀參加BofA舉辦之「2026 Asia Tech Conference」法人說明會，說明本公司之營運狀況。","899620260302M003.pptx","899620260302E003.pptx","https://www.kaori.com.tw/tw/modules/investors/meeting","","無","查詢"
